collection_name,k,recall,recall@1,recall@2,recall@3,precision,precision@1,precision@2,precision@3,average_precision,retrieval_count
PQ_COMB_Mixtral_8x22B_text_embedding_3_small,13,0.7777777777777778,0.5370370370370371,0.6666666666666666,0.7407407407407407,0.2962962962962963,0.5370370370370371,0.5370370370370371,0.5370370370370371,0.602880658436214,4.0
PQ_COMB_Mixtral_8x22B_text_embedding_3_small,15,0.7777777777777778,0.5370370370370371,0.6666666666666666,0.7407407407407407,0.2962962962962963,0.5370370370370371,0.5370370370370371,0.5370370370370371,0.602880658436214,4.0
PQ_COMB_Mixtral_8x22B_text_embedding_3_small,17,0.7777777777777778,0.5370370370370371,0.6666666666666666,0.7407407407407407,0.2962962962962963,0.5370370370370371,0.5370370370370371,0.5370370370370371,0.602880658436214,4.0
PQ_COMB_Mixtral_8x22B_text_embedding_3_small,19,0.7777777777777778,0.5370370370370371,0.6666666666666666,0.7407407407407407,0.2962962962962963,0.5370370370370371,0.5370370370370371,0.5370370370370371,0.602880658436214,4.0
PQ_COMB_Mixtral_8x22B_text_embedding_ada_002,3,0.5925925925925926,0.37037037037037035,0.5185185185185185,0.5555555555555556,0.22685185185185186,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.46141975308641975,4.0
PQ_COMB_Mixtral_8x22B_text_embedding_ada_002,5,0.5925925925925926,0.37037037037037035,0.5185185185185185,0.5555555555555556,0.22685185185185186,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.46141975308641975,4.0
PQ_COMB_Mixtral_8x22B_text_embedding_ada_002,9,0.5925925925925926,0.37037037037037035,0.5185185185185185,0.5555555555555556,0.22685185185185186,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.46141975308641975,4.0
PQ_COMB_Mixtral_8x22B_text_embedding_ada_002,11,0.5925925925925926,0.37037037037037035,0.5185185185185185,0.5555555555555556,0.22685185185185186,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.46141975308641975,4.0
PQ_COMB_Mixtral_8x22B_text_embedding_ada_002,13,0.5925925925925926,0.37037037037037035,0.5185185185185185,0.5555555555555556,0.22685185185185186,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.46141975308641975,4.0
PQ_COMB_Mixtral_8x22B_text_embedding_ada_002,15,0.5925925925925926,0.37037037037037035,0.5185185185185185,0.5555555555555556,0.22685185185185186,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.46141975308641975,4.0
PQ_COMB_Mixtral_8x22B_text_embedding_ada_002,17,0.5925925925925926,0.37037037037037035,0.5185185185185185,0.5555555555555556,0.22685185185185186,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.46141975308641975,4.0
PQ_COMB_Mixtral_8x22B_text_embedding_ada_002,19,0.5925925925925926,0.37037037037037035,0.5185185185185185,0.5555555555555556,0.22685185185185186,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.46141975308641975,4.0
PQ_SPLIT_ALL_intfloat_multilingual_e5_base,3,0.7592592592592593,0.6851851851851852,0.7592592592592593,0.7592592592592593,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.7237654320987654,1.5
PQ_SPLIT_ALL_intfloat_multilingual_e5_base,5,0.7592592592592593,0.6851851851851852,0.7592592592592593,0.7592592592592593,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.7237654320987654,1.5
PQ_SPLIT_ALL_intfloat_multilingual_e5_base,9,0.7592592592592593,0.6851851851851852,0.7592592592592593,0.7592592592592593,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.7237654320987654,1.5
PQ_SPLIT_ALL_intfloat_multilingual_e5_base,11,0.7592592592592593,0.6851851851851852,0.7592592592592593,0.7592592592592593,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.7237654320987654,1.5
PQ_SPLIT_ALL_intfloat_multilingual_e5_base,13,0.7592592592592593,0.6851851851851852,0.7592592592592593,0.7592592592592593,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.7237654320987654,1.5
PQ_SPLIT_ALL_intfloat_multilingual_e5_base,15,0.7592592592592593,0.6851851851851852,0.7592592592592593,0.7592592592592593,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.7237654320987654,1.5
PQ_SPLIT_ALL_intfloat_multilingual_e5_base,17,0.7592592592592593,0.6851851851851852,0.7592592592592593,0.7592592592592593,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.7237654320987654,1.5
PQ_SPLIT_ALL_intfloat_multilingual_e5_base,19,0.7592592592592593,0.6851851851851852,0.7592592592592593,0.7592592592592593,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.7237654320987654,1.5
PQ_SPLIT_ALL_intfloat_multilingual_e5_small,3,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6820987654320988,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7746913580246914,1.6111111111111112
PQ_SPLIT_ALL_intfloat_multilingual_e5_small,5,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6820987654320988,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7746913580246914,1.6111111111111112
PQ_SPLIT_ALL_intfloat_multilingual_e5_small,9,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6820987654320988,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7746913580246914,1.6111111111111112
PQ_SPLIT_ALL_intfloat_multilingual_e5_small,11,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6820987654320988,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7746913580246914,1.6111111111111112
PQ_SPLIT_ALL_intfloat_multilingual_e5_small,13,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6820987654320988,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7746913580246914,1.6111111111111112
PQ_SPLIT_ALL_intfloat_multilingual_e5_small,15,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6820987654320988,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7746913580246914,1.6111111111111112
PQ_SPLIT_ALL_intfloat_multilingual_e5_small,17,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6820987654320988,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7746913580246914,1.6111111111111112
PQ_SPLIT_ALL_intfloat_multilingual_e5_small,19,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6820987654320988,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7746913580246914,1.6111111111111112
PQ_SPLIT_ALL_text_embedding_3_large,3,0.8703703703703703,0.7777777777777778,0.8703703703703703,0.8703703703703703,0.7314814814814815,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8256172839506173,1.6111111111111112
PQ_SPLIT_ALL_text_embedding_3_large,5,0.8703703703703703,0.7777777777777778,0.8703703703703703,0.8703703703703703,0.7314814814814815,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8256172839506173,1.6111111111111112
PQ_SPLIT_ALL_text_embedding_3_large,9,0.8703703703703703,0.7777777777777778,0.8703703703703703,0.8703703703703703,0.7314814814814815,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8256172839506173,1.6111111111111112
PQ_SPLIT_ALL_text_embedding_3_large,11,0.8703703703703703,0.7777777777777778,0.8703703703703703,0.8703703703703703,0.7314814814814815,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8256172839506173,1.6111111111111112
PQ_SPLIT_ALL_text_embedding_3_large,13,0.8703703703703703,0.7777777777777778,0.8703703703703703,0.8703703703703703,0.7314814814814815,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8256172839506173,1.6111111111111112
PQ_SPLIT_ALL_text_embedding_3_large,15,0.8703703703703703,0.7777777777777778,0.8703703703703703,0.8703703703703703,0.7314814814814815,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8256172839506173,1.6111111111111112
PQ_SPLIT_ALL_text_embedding_3_large,17,0.8703703703703703,0.7777777777777778,0.8703703703703703,0.8703703703703703,0.7314814814814815,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8256172839506173,1.6111111111111112
PQ_SPLIT_ALL_text_embedding_3_large,19,0.8703703703703703,0.7777777777777778,0.8703703703703703,0.8703703703703703,0.7314814814814815,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8256172839506173,1.6111111111111112
PQ_SPLIT_ALL_text_embedding_3_small,3,0.8888888888888888,0.7962962962962963,0.8888888888888888,0.8888888888888888,0.7561728395061729,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.8395061728395062,1.6296296296296295
PQ_SPLIT_ALL_text_embedding_3_small,5,0.8888888888888888,0.7962962962962963,0.8888888888888888,0.8888888888888888,0.7561728395061729,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.8395061728395062,1.6296296296296295
PQ_SPLIT_ALL_text_embedding_3_small,9,0.8888888888888888,0.7962962962962963,0.8888888888888888,0.8888888888888888,0.7530864197530863,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.8395061728395062,1.6481481481481481
PQ_SPLIT_ALL_text_embedding_3_small,11,0.8888888888888888,0.7962962962962963,0.8888888888888888,0.8888888888888888,0.7561728395061729,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.8395061728395062,1.6296296296296295
PQ_SPLIT_ALL_text_embedding_3_small,13,0.8888888888888888,0.7962962962962963,0.8888888888888888,0.8888888888888888,0.7561728395061729,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.8395061728395062,1.6296296296296295
PQ_SPLIT_ALL_text_embedding_3_small,15,0.8888888888888888,0.7962962962962963,0.8888888888888888,0.8888888888888888,0.7561728395061729,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.8395061728395062,1.6296296296296295
PQ_SPLIT_ALL_text_embedding_3_small,17,0.8888888888888888,0.7962962962962963,0.8888888888888888,0.8888888888888888,0.7561728395061729,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.8395061728395062,1.6296296296296295
PQ_SPLIT_ALL_text_embedding_3_small,19,0.8888888888888888,0.7962962962962963,0.8888888888888888,0.8888888888888888,0.7561728395061729,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.8395061728395062,1.6296296296296295
PQ_SPLIT_ALL_text_embedding_ada_002,3,0.7777777777777778,0.7592592592592593,0.7777777777777778,0.7777777777777778,0.6265432098765432,0.7592592592592593,0.7592592592592593,0.7592592592592593,0.7623456790123456,1.8888888888888888
PQ_SPLIT_ALL_text_embedding_ada_002,5,0.7777777777777778,0.7592592592592593,0.7777777777777778,0.7777777777777778,0.6265432098765432,0.7592592592592593,0.7592592592592593,0.7592592592592593,0.7623456790123456,1.8888888888888888
PQ_SPLIT_ALL_text_embedding_ada_002,9,0.7777777777777778,0.7592592592592593,0.7777777777777778,0.7777777777777778,0.6265432098765432,0.7592592592592593,0.7592592592592593,0.7592592592592593,0.7623456790123456,1.8888888888888888
PQ_SPLIT_ALL_text_embedding_ada_002,11,0.7777777777777778,0.7592592592592593,0.7777777777777778,0.7777777777777778,0.6265432098765432,0.7592592592592593,0.7592592592592593,0.7592592592592593,0.7623456790123456,1.8888888888888888
PQ_SPLIT_ALL_text_embedding_ada_002,13,0.7777777777777778,0.7592592592592593,0.7777777777777778,0.7777777777777778,0.6265432098765432,0.7592592592592593,0.7592592592592593,0.7592592592592593,0.7623456790123456,1.8888888888888888
PQ_SPLIT_ALL_text_embedding_ada_002,15,0.7777777777777778,0.7592592592592593,0.7777777777777778,0.7777777777777778,0.6265432098765432,0.7592592592592593,0.7592592592592593,0.7592592592592593,0.7623456790123456,1.8888888888888888
PQ_SPLIT_ALL_text_embedding_ada_002,17,0.7777777777777778,0.7592592592592593,0.7777777777777778,0.7777777777777778,0.6265432098765432,0.7592592592592593,0.7592592592592593,0.7592592592592593,0.7623456790123456,1.8888888888888888
PQ_SPLIT_ALL_text_embedding_ada_002,19,0.7777777777777778,0.7592592592592593,0.7777777777777778,0.7777777777777778,0.6265432098765432,0.7592592592592593,0.7592592592592593,0.7592592592592593,0.7623456790123456,1.8888888888888888
PQ_SPLIT_Llama_3_70b_chat_hf_intfloat_multilingual_e5_base,3,0.8148148148148148,0.7222222222222222,0.8148148148148148,0.8148148148148148,0.6651234567901234,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7669753086419753,1.8703703703703705
PQ_SPLIT_Llama_3_70b_chat_hf_intfloat_multilingual_e5_base,5,0.8148148148148148,0.7222222222222222,0.8148148148148148,0.8148148148148148,0.6651234567901234,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7669753086419753,1.8703703703703705
PQ_SPLIT_Llama_3_70b_chat_hf_intfloat_multilingual_e5_base,9,0.8148148148148148,0.7222222222222222,0.8148148148148148,0.8148148148148148,0.6651234567901234,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7669753086419753,1.8703703703703705
PQ_SPLIT_Llama_3_70b_chat_hf_intfloat_multilingual_e5_base,11,0.8148148148148148,0.7222222222222222,0.8148148148148148,0.8148148148148148,0.6651234567901234,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7669753086419753,1.8703703703703705
PQ_SPLIT_Llama_3_70b_chat_hf_intfloat_multilingual_e5_base,13,0.8148148148148148,0.7222222222222222,0.8148148148148148,0.8148148148148148,0.6651234567901234,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7669753086419753,1.8703703703703705
PQ_SPLIT_Llama_3_70b_chat_hf_intfloat_multilingual_e5_base,15,0.8148148148148148,0.7222222222222222,0.8148148148148148,0.8148148148148148,0.6651234567901234,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7669753086419753,1.8703703703703705
PQ_SPLIT_Llama_3_70b_chat_hf_intfloat_multilingual_e5_base,17,0.8148148148148148,0.7222222222222222,0.8148148148148148,0.8148148148148148,0.6651234567901234,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7669753086419753,1.8703703703703705
PQ_SPLIT_Llama_3_70b_chat_hf_intfloat_multilingual_e5_base,19,0.8148148148148148,0.7222222222222222,0.8148148148148148,0.8148148148148148,0.6651234567901234,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7669753086419753,1.8703703703703705
PQ_SPLIT_Llama_3_70b_chat_hf_intfloat_multilingual_e5_small,3,0.7962962962962963,0.7037037037037037,0.7777777777777778,0.7962962962962963,0.6111111111111112,0.7037037037037037,0.7037037037037037,0.7037037037037037,0.7453703703703703,2.0925925925925926
